Unnamed: 0,№,Title,Artist(s),lyrics,genres
77,78,"""Life in a Northern Town""",Dream Academy,"41 ContributorsLife in a Northern Town Lyrics“Life In a Northern Town” is the debut single and signature song of The Dream Academy, and was a top 20 hit in five countries including the US & the UK in early 1986.
This somber, melancholic and… Read More 
A Salvation Army band played
And the children drunk lemonade
And the morning lasted all day
All day

And through an open window came
Like Sinatra in a younger day
Pushing the town away
Ah

Ah-hey-ma-ma-ma
Dee-doo-din-nie-ya-ya
Ah-hey-ma-ma-ma
Hey-y-yah
Life in a northern town
Ah-hey-ma-ma-ma-ma

They sat on the stoney ground
And he took a cigarette out
And everyone else came down
To listen

He said, ""In winter 1963
It felt like the world would freeze
With John F. Kennedy
And The Beatles""
Yeah, yeah, yeah

Ah hey ma ma mommy doo-din-nie-ya
Ah hey ma ma ma hey-y-yah
Life in a northern town
Hey ma ma ma ma
Ah hey ma ma ma
Ah hey ma ma ma hey-y-yah
All the work shut down

The evening turned to rain
Watched the water roll down the drain
As we followed him down
To the station
And though he never would wave goodbye
You could see it written in his eyes
As the train rolled out of sight
Bye-bye

Ah hey ma ma mommy doo-din-nie-ya
Ah hey ma ma ma hey-y-yah
Life in a northern town
Ah hey ma ma ma ma
Ah hey ma ma mommy doo-din-nie-ya
Ah hey ma ma ma hey-y-yah
Life in a northern town
Ah hey ma ma ma ma
Ah hey ma ma mommy doo-din-nie-ya
Ah hey ma ma ma hey-y-yah
Ah hey ma ma ma ma
Make it easy on yourself
Society's so
So hard to desert
So hard that you know
Make it easy on yourself
Life in a northern town
We'll get back up
Ah hey ma ma mommy doo-din-nie-ya
Ah hey ma ma ma hey-y-yah
(repeat to fade)","new wave, 80s, british, pop, dream pop"
78,79,"""Bad Boy""",Miami Sound Machine,"9 ContributorsBad Boy LyricsBad Boy peaked at #8 on the Billboard Hot 100 and #8 on Billboard’s Adult Contemporary chart.
The song also peaked at #74 on Billboard’s R&B chart and #3 on Billboard’s dance music chart.
Music Video
(Bad boy, bad boy)
(Bad boy, bad boy)

(Boys will be boys)
(Bad boy, bad boy)
(Boys will be boys)
(Bad boy, bad boy)
(Boys will be boys) Always get so restless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)
(Boys will be boys) If you're feeling breathless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)

Bad, bad, bad, bad boy
You make me feel so good
You naughty bad, bad, bad, bad, boy
You make me feel so good
Knew you would

The way you hold me tight
You get me so excited
You do me oh so right
My heart goes beat beat
Beat beat, beat beat

Bad, bad, bad, bad boy
You make me feel so good
I want you bad, bad, bad, bad, boy
You make me feel so good
Knew you would

(Boys will be boys) Always get so restless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)
(Boys will be boys) If you're feeling breathless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)

And when he drives me home
I feel safe at night
You call me on the phone
It goes ring, ring, ring
Ring-a-ring, ring

(Boys will be boys)
(Bad boy, bad boy)
(Boys will be boys)
(Bad boy, bad boy)
(Boys will be boys) Always get so restless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)
(Boys will be boys) If you're feeling breathless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)
(Boys will be boys) Always get so restless
(Bad boy, bad boy)
(Boys will be boys) Nothing but trouble
(Bad boy, bad boy)
(Boys will be boys) If you're feeling breathless
(Bad boy, bad boy)","pop, 80s, dance, latin, female vocalists"
79,80,"""Sleeping Bag""",ZZ Top,"11 ContributorsSleeping Bag Lyrics
When it's cold outside and you want to sleep in
Go for a pallet that's so nice and thin
Zip it on around while it's on the ground
Spread it out and lay it on down

Slip inside my sleeping bag
Slip inside my sleeping bag

You're afraid of the dark, baby, no need to be shy
We'll talk about some loving while we look at the sky
Don't be hesitating, it'll be alright
We'll tuck it in until it's clean out of sight

Slip inside my sleeping bag
Slip inside my sleeping bag

Let's go out to Egypt because it's in the plan
Sleep beside the Pharaohs in the shifting sand
We'll look at some pyramids and check out some heads
Oh, we'll whip out our mattress 'cause there ain't no beds

Slip inside my sleeping bag
Slip inside my sleeping bag","blues rock, classic rock, hard rock, Southern Rock, rock"
80,81,"""Tonight She Comes""",The Cars,"13 ContributorsTonight She Comes LyricsI know tonight she comes
She's takin' a swipe at fun
She gives me a reason
For sighting my sights
Well I know tonight she comes
She jangles me up
She does it with ease
And sometimes she passes through me
Just like a breeze
She gives me a reason
For feelin' all right
Oh well
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
She comes
And I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Why does she keep me hanging on the line, oh
(why does she keep me hanging on the liiiiiiine)

Ah yeah, I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Oh, why does she keep me hanging on the line, oh yeah
(why does she keep me hanging on the liiiiiiine)
I know the way she feels
And all of the hearts that she steals
She tells me it's easy
When you do it right
Oh well, ell I know tonight she comes
(I know tonight she comes)
She tells me it's easy
When you do it right
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) she comes
(she comes)
I know tonight, oh yeah
(know tonight, I know tonight)
(I know tonight) well I know tonight
(know tonight, I know tonight)
Know tonight she comes
She's takin' a swipe at fun
She gives me a reason
For sighting my sights
Well I know tonight she comes
She jangles me up
She does it with ease
And sometimes she passes through me
Just like a breeze
She gives me a reason
For feelin' all right
Oh well
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
I know tonight
(know tonight, I know tonight)
She comes

And I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Why does she keep me hanging on the line, oh
(why does she keep me hanging on the liiiiiiine)
Ah yeah, I know she's gonna do it to me
One more time (one more time)
I know she's gonna stay implanted
In my mind
Oh, why does she keep me hanging on the line, oh yeah
(why does she keep me hanging on the liiiiiiine)
I know the way she feels
And all of the hearts that she steals
She tells me it's easy
When you do it right
Oh well, ell I know tonight she comes
(I know tonight she comes)
She tells me it's easy
When you do it right
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) I know tonight
(know tonight, I know tonight) she comes
(she comes)
I know tonight, oh yeah
(know tonight, I know tonight)
(I know tonight) well I know tonight
(know tonight, I know tonight)
Tonight she comes","new wave, 80s, rock, classic rock, pop"
81,82,"""Love Touch""",Rod Stewart,"5 ContributorsLove Touch Lyrics
C'mon

Ooh, baby, I don't know why
But somehow, I always seem to get
Tangled up in my pride
Ooh, baby, we're not that blind
Deep down inside, you know
This love's worth one more try
Don't push it all aside

'Cause I wanna be good for you
Didn't mean to be bad
But darling, I'm still the best
That you ever had
Just give me a chance
To let me show you how much
I wanna give you my love touch, ooh, ooh-ooh-ooh, ooh
I wanna give you my love touch (Love touch), ooh, ooh, ooh, ooh (Love touch)

Why can't I climb your walls
And find somewhere to hide?
Can't I knock down your door
And drag myself inside?
I'll light your candles, baby
And maybe I'll light your life
I wanna feel the breathless end
You come to every night

This ever-changing love
Is pushing me too far
I feel the need to reach you
Right now, wherever you are
These empty arms are getting stronger
Every day, believe me, baby
They won't let you get away
No, they won't let you get away

'Cause I wanna be good for you
Didn't mean to be bad
But darling I'm still the best
That you ever had
Just give me a chance
To let me show you how much
I wanna give you my love touch (Love touch, love touch)
I wanna give you my love touch (Love touch, love touch) ooh-ooh

Come on, baby
Try me now

Ooh, you're gonna get a, ooh, you're gonna get a big love touch
Ooh, you're gonna get a, ooh, you're gonna get a big love touch
(Ooh-wee) Ooh-ooh, baby, baby
(You gotta understand) Ooh
(Yeah-ah) I need

Give me a chance to let me show you how much
I wanna give you my love touch, ooh-hoo-ooh-ooh, ooh
You know it don't matter
Things are outta control
Guess we're gonna find out
If this love is strong
Just give me a chance to win back your trust
I wanna give you my love touch, love touch, love touch

I wanna give you my love touch, (Love touch, love touch) Ooh-hoo, ooh
Gotta give my love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) My love touch, love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Baby, baby, I need your love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Honey, honey, I need some love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Give me your, give me your, give me your love touch
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Give me your, ow!
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Come on, baby
(Ooh, you're gonna get a, ooh, you're gonna get a big love touch) Come on","classic rock, rock, soft rock, 70s, pop"
82,83,"""A Love Bizarre""",Sheila E.,"14 ContributorsA Love Bizarre Lyrics
A, B
A, B, C, D

The moon up above, it shines down upon our skin
Whispering words that scream of outrageous sin
We all want the stuff that's found in our wildest dreams
It gets kinda rough in the back of our limousine

That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre

A strawberry mind, a body that's built for two
A kiss on the spine, we do things we never do
Come swallow the pride and joy of the ivory tower
We'll dance on the roof, make love on a bed of flowers

That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre

Hoo
Doobie-doobie-doo, oh oh
Doobie-doobie-doo
Doobie-doobie-doo

The moon up above, it shines down upon our skin
(It shines down... on... our... skin)
Whispering words that scream of outrageous sin
(Whispering words that scream of... scream of sin)
We all want the stuff that's found in our wildest dreams
(We all want the stuff that's found in our wildest... wildest dreams, yeah)
It gets kinda rough in the back of our limousine
(Ow, ow, ow)

That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre


That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre

That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre


That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre


We are
What we are
Love bizarre
We are
What we are
Love bizarre
We are
What we are
Love bizarre

That's what we are
We all want a love bizarre
(Bizarre)
That's what we are
We all want a love bizarre
(Love bizarre)


That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
(Whew!)


That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre


That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre
That's what we are
We all want a love bizarre","pop, 80s, funk, prince, dance"
83,84,"""Throwing It All Away""",Genesis,"21 ContributorsThrowing It All Away LyricsThe song is about the separation of loved ones. Phil describes to his girlfriend the situation of the couple, her will to get away from him, and asks her in the end how she will manage to live without him.Need I say I love you?
Need I say I care?
Need I say that emotions
Are something we don't share?
I don't want to be sitting here
Trying to deceive you
Cause you know I know baby
That I don't wanna go
We can not live together
We can not live apart
And that's the situation
I've known it from the start
Every time that I look at you
Well, I can see the future
Cause you know I know babe
That I don't wanna go
Just throwing it all away
Throwing it all away
Is there nothing that I can say
To make you change your mind?
I watch the world go round and round
And see mine turnin' upside down

Throwing it all away
Now who will light up the darkness?
And who will hold your hand?
Who will find you the answers
When you don't understand?
Why should I have to be the one
Who has to convince you?
Cause you know I know baby
That I don't wanna go
Then some day you'll be sorry
Someday when you're free
Memories will remind you
That our love was meant to be
But late at night when you call my name
The only sound you'll hear
Is the sound of your voice calling
Calling after me
Just throwing it all away
Throwing it all away
And there's nothing that I can say
Hey...

We're throwing it all away
Yes, we're throwing it all away
Yes, we're throwing it all away","Progressive rock, classic rock, rock, 80s, Progressive"
84,85,"""Baby Love""",Regina,"5 ContributorsBaby Love LyricsBaby Love peaked at #10 on the Billboard Hot 100 and topped Billboard’s Hot Dance Music\Club Play Songs chart for 2 weeks in 1986.
The song was originally intended for Madonna, but after she declined it… Read More 
Boy, there's no one home tonight
The timing could be right to forget the rules
We're out of school until tomorrow

Now, if only you would stay
There's so many games we'd play
Why should we pretend to be just friends
When we could be so much more?

Baby love (you are my)
Baby love (just call it)
Baby love (you are my)
Baby love (just call it)

Words don't mean so much to me
I'd rather wait and see, see what happens
When the lights go down with your arms around me

Time to leave the world behind
Save it for another time
'Cause I don't remember where I am
When you start to love me (love me)

Baby love (you are my)
Baby love (just call it)
Baby love (you are my)
Baby love (just call it)

Ooh, baby, baby love
Ooh, sweet and tasty
Baby, baby love
Ooh, ooh-ooh

Boy, I want you by my side
There's no reason we should hide how we feel
When we are near each other, undercover

Warm, I hold you close to me
You're perfection, first degree
'Cause I don't remember where I am
When you start to move me (move me)

Baby love (you are my)
Baby love (just call it)
Baby love (you are my)
Baby love (just call it)

Baby love (you are my)
Baby love (just call it)
Baby love (you are my)
Baby love (baby love)
Baby love (you are my)
Baby love (just call it)
Baby love (you are my)
Baby love (just call it)","finnish, electronic, electropop, female vocalists, synth pop"
85,86,"""Election Day""",Arcadia,"12 ContributorsElection Day Lyrics“Election Day”, the first single from So Red The Rose, is a rather sardonic take on politics. It was promoted with a nine-minute mini-movie created by Alien art director Roger Christian. The song shot to #1… Read More 
Wild kind of look to the day
Opening eyes impale neon flickers
She moon, she turning away
The city's her slave, he's cheating his mistress
She's moody and grey, she's mean and she's restless
So restless, so restless indeed

All over you as they say
Rumors or rivals yell at the strike force
Hi guys, by the way
Are you aware you're being illegal?
It's making your savior behavior look evil
'Scuse my timing, but say
How'd you fit in with this flim, flam and Judy?

Maximum big surprise
Your smile is something new

I pull my shirt off and pray
We're sacred and bound to suffer the heatwave
Pull my shirt off and pray
We're coming up on re-election day

Stretching my love down the way
To your invitation, stretching my body
Use your intuitive play
'Cause maybe we have more playtime than money

Maximum big surprise
She knows something new

I pull my shirt off and pray
I'm saving myself to suffer the heatwave
Pull my shirt off and pray
We're coming up on re-election day

By roads and backways, a lover's chance downwind
Cut open murmurs and sounds be calm hands on skin
Carry further, entangled strands all sing
I'm saving some time to slip away
We could dance!

Shouldn't be asking
Wild and scheming
Could be my election day

Maximum big surprise
You know something new

I pull my shirt off and pray
We're sacred and bound to suffer this heatwave
Pull my shirt off and pray
We're coming up on re-election day
Re-election day","new wave, synthpop, 80s, pop, new romantic"
86,87,"""Nikita""",Elton John,"33 ContributorsNikita Lyrics
Hey Nikita, is it cold
In your little corner of the world?
You could roll around the globe
And never find a warmer soul to know
Oh, I saw you by the wall
Ten of your tin soldiers in a row
With eyes that looked like ice on fire
The human heart, a captive in the snow

Oh, Nikita, you will never know
Anythin' about my home
I'll never know how good it feels to hold you
Nikita, I need you so
Oh, Nikita, is the other side
Of any given line in time
Countin' ten tin soldiers in a row
Oh no, Nikita, you'll never know

Do you ever dream of me?
And do you ever see the letters that I write?
When you look up through the wire
Nikita, do you count the stars at night?
And if there comes a time
Guns and gates no longer hold you in
And if you're free to make a choice
Just look towards the west and find a friend

Oh, Nikita, you will never know
Anythin' about my home
I'll never know how good it feels to hold you
Nikita, I need you so
Oh, Nikita, is the other side
Of any given line in time
Countin' ten tin soldiers in a row
Oh no, Nikita, you'll never know

Oh, Nikita, you will never know
Never know anythin' about my home
I'll never know how good it feels to hold you
Nikita, I need you so
Oh, Nikita, is the other side
Of any given line in time
Countin' ten tin soldiers in a row
Oh no, Nikita, you'll never know

(Nikita) Countin' ten tin soldiers in a row
(Nikita) Countin' ten tin soldiers in a row
(Nikita) Countin' ten tin soldiers in a row","pop, classic rock, singer-songwriter, rock, piano"
87,88,"""Take Me Home""",Phil Collins,"26 ContributorsTake Me Home LyricsOften (mis)interpreted as an ode to his home, demonstrated the song’s music video.
In his 1997 appearance on “VH1 Storyellers,” Phil Collins said the song was actually inspired by “One Flew Over the Cuckoo’s… Read More 
Take that look of worry
I'm an ordinary man
They don't tell me nothing
So I find out all I can
There's a fire that's been burning
Right outside my door
I can't see, but I feel it
And it helps to keep me warm

So, I, I don't mind
No, I, I don't mind

Seems so long I've been waiting
Still don't know what for
There's no point in escaping
I don't worry anymore
I can't come out to find you
I don't like to go outside
They can turn off my feelings
Like they're turning off the light

But, I, I don't mind
No, I, I don't mind
Oh, I, I don't mind
No, I, I don't mind

So take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, oh Lord

'Cause I've been a prisoner all my life
And I can say to you

Take that look of worry (Oh-oh)
Mine's an ordinary life (Oh-oh)
Working when it's daylight (Oh-oh)
And sleeping when it's night (Oh-oh)
I've got no far horizons (Oh-oh)
I don't wish upon a star (Oh-oh)
They don't think that I listen (Oh-oh)
Oh, but I know who they are (Oh-oh)

And, I, I don't mind
No, I, I don't mind
Oh, I, I don't mind
No, I, I don't mind

So take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, oh Lord

Well, I've been a prisoner all my life
And I can say to you, but I don't remember

Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember
Take, take me home, 'cause I don't remember","pop, 80s, rock, classic rock, soft rock"
88,89,"""Walk This Way""",Run–D.M.C. featuring Aerosmith,,
89,90,"""Sweet Love""",Anita Baker,"24 ContributorsSweet Love LyricsSweet Love is the second single from Anita Baker’s sophomore album “Rapture”. It was written by Anita Baker (along with Gary Bias & Louis A. Johnson) & produced by Michael J. Powell.
The song became a hit… Read More 
With all my heart, I love you, baby
Stay with me, and you will see
My arms will hold you, baby
Never leave 'cause I believe

I'm in love, sweet love
Hear me calling out your name — I feel no shame
I'm in love, sweet love
Don't you ever go away, it'll always be this way

Your heart has called me closer to you
I will be all that you need
Just trust in what we're feelin'
Never leave 'cause, baby, I believe

In this love, sweet love
Hear me callin' out your name — I feel no shame
I'm in love, sweet love
Don't you ever go away, it'll always be this way

There's no stronger love in this world — oh, baby, no
You're my man, I'm your girl — I'll never go
Wait and see, can't be wrong
Don't you know this is where you belong?

Oh, the sweetest dream, a lovely baby
Stay right here, never fear
I will be all that you need
Never leave 'cause, baby, I believe

In this love, sweet love
Hear me calling out your name — I feel no shame
I'm in love, sweet love
Don't you ever go away, it'll always be this way

(Sweet love)
Oh, no, no, no, no, no, no, no
(Sweet love) Oh no, no
(Ooh) Uh-huh, huh, huh
(With all my heart, I love you) So sweet, so sweet
(Ooh) So sweet, oh, oh, love
(Sweet love) Your love
Oh, baby, no sweeter love
(Sweet love) Oh, sweeter love
Oh, no, no, no, no-no, no, no, no
(Sweet love) Don't nobody know
Don't nobody know how sweet it is
Ah, how sweet it is
(Sweet love) Love me sweetly, baby
Just leave me sweetly, baby
(Sweet love)
Don't nobody know
(Sweet love)","soul, female vocalists, Smooth Jazz, jazz, rnb"
90,91,"""Your Wildest Dreams""",Moody Blues,"8 ContributorsYour Wildest Dreams Lyrics
Once upon a time
Once when you were mine
I remember skies
Reflected in your eyes

I wonder where you are
I wonder if you think about me
Once upon a time
In your wildest dreams

Once the world was new
Our bodies felt the morning dew
That greets the brand-new day
We couldn't tear ourselves away

I wonder if you care
I wonder if you still remember
Once upon a time
In your wildest dreams

And when the music plays
And when the words are touched with sorrow
When the music plays
I hear the sound I had to follow
Once upon a time

Once beneath the stars
The universe was ours
Love was all we knew
And all I knew was you

I wonder if you know
I wonder if you think about it
Once upon a time
In your wildest dreams

Ahh-ahh-ahhhh
Ahhh-ahh-ahh
Ahh-ahh-ahhhh
Ahhh-ahhh-ahhh-ahh-ahh-ahhhhh
Ahh-ahh-ahh-ahh-ahh-ahh-ahh-ahh-ahhhhhhh
Ahhhhhh

And when the music plays
And when the words are touched with sorrow
When the music plays
And when the music plays
I hear the sound I had to follow
Once upon a time

Once upon a time
Once when you were mine
I remember skies
Mirrored in your eyes

I wonder where you are
I wonder if you think about me
Once upon a time
In your wildest dreams

Ahh-ahh-ahhhh
In your wildest dreams
Ahh-ahh-ahhhh
In your wildest dreams
Ahh-ahh-ahhhh
In your wildest dreams
Ahh-ahh-ahhhh
Ahhh-ahh-ahh
Ahh-ahh-ahhhh
Ahhh-ahh-ahh
Ahh-ahh-ahhhh
Ahhh-ahh-ahh
Ahh-ahh-ahhhh
Ahhh-ahh-ahh
Ahh-ahh-ahhhh
Ahhh...","Progressive rock, classic rock, rock, 60s, psychedelic"
91,92,"""Spies Like Us""",Paul McCartney,"5 ContributorsSpies Like Us Lyrics
Ooh, ooh, what do you do?
No one else can dance like you
So what's all the fuss?
There ain't nobody that spies like us

Hey, hey, what do you say?
Someone took your plans away
So what's all the fuss?
There ain't nobody that spies like us

Hey don't feel afraid of an undercover aid
There's no need to fuss
There ain't nobody that spies like us
Spies like us
We don't know the meaning of fear
We play every minute by ear
One for all and all for one
Everybody's on the run
Especially at this time of year

Ooh, ooh, what do you do?
No one else can dance like you
So what's all the fuss?
There ain't nobody that spies like us

Hey, hey, what do you say?
Someone took your plans away
So what's all the fuss?
There ain't nobody that spies like us

We get there by hook or by crook
We don't do a thing by the book
Never needed special clothes
How we did it no one knows
I guess we must have had what it took

Ooh, ooh, ooh
Oh when things get tough (oh when things get tough)
Guys like us act rough (guys like us act rough)

Hey, hey, what do you say?
Someone took your plans away
So what's all the fuss?
There ain't nobody that spies like us
Spies like us

Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us
Spies like us","classic rock, rock, british, singer-songwriter, pop"
92,93,"""Object of My Desire""",Starpoint,"4 ContributorsObject of My Desire LyricsOoh...
Whoa, whoa, whoa...yeah
You glanced my way
I lost all control
Anxiety had taken hold
My body quivered
Hot flashes ignited in me, ooh, ooh, ooh...
Gazing deep into my eyes
You spoke these words
I was hypnotized
Let me share a night in your fantasy, ooh, ooh
Turn on emotions so strong
Passion's fire burns on and on
My body screams
""Please make love to me""
You're the object of my desire
Baby, ignite my fire
Object of my desire
Hey, you really turn me on
You're the object (Sugar) of my desire (Yeah)
Oh, baby, ignite my fire
Object of my desire
Hey, you really turn me on

When I go to sleep at night
Visions of you here by my side
Fireworks explode deep inside of me, ay-yi-yi-yi
I pinch myself as you're lyin' there
We kiss each other, now I'm really scared
Too much to ask even for a fantasy, oh, oh, oh
Turn on emotions so strong
Passion's fire burns on and on
My body screams
""Please make love to me""
'Cause you're the object of my desire (Yeah, yeah)
Baby, ignite my fire
Object of my desire
Hey, you really turn me on
You're the object of my desire
Won't you ignite my fire
Object of my desire
Hey, you really turn me on and on and on and on
You're the object (I've got to have your love)
(I need your love)
Object (Wanna be the one, baby)
Hey, you really turn me on

You're the object (Love so fine)
Baby (I wanna know), would you be mine
Object
Hey, you really turn me on and on and on and on
Object
Object
Hey, you really turn me on","funk, soul, rnb, 80s, Disco"
93,94,"""Dreamtime""",Daryl Hall,"4 ContributorsDreamtime Lyrics
Uh!

I saw you standing and I felt your rage
Like a dark cloud
On a crowded stage
You were talking through the smoke
In your fantasy
I know you, girl!
I know what to believe
Maybe things ain't been so good at home
And the people that you love
Never cared at all
You wanna run away
Don't care where you go
You wanna run away
Run away
That's all you know

Believe it's alright
To fantasize
Say the words
You think will satisfy me
But you know
Better than that
'Cuz you know
What's a lie

You're living in dreamtime, baby!
You wanna run away
It's time to wake up!
Oh!
You're living on dreamtime, baby!
You wanna run away
It's time to shape up!

In your dream
It's overcast
Rain comes down
Moving your way fast
You wanna run away
Don't care where you go
You wanna run away
Run away
That's all you know
You turn a corner
And you see a door
Walk on through
Throw yourself on the floor
Oh! When you're looking up
It's no surprise
Standing there is a man
With movie star eyes

You think he's gonna take care of you
The man with the plan
That will see you through
And I say
There ain't no way
'Cuz I know
He's a lie

You're living in dreamtime, baby!
You wanna run away
It's time to wake up!
Oh!
You're living on dreamtime, baby!
You wanna run away
It's time to shape up!
Shape up!
You're living on dreamtime
You wanna run away
Whoa-whoa
You're living on dreamtime, baby!
You wanna run away
Wanna run away
Wanna run away

I know
I say

You're living in dreamtime, baby!
You wanna run away
Shape up!
You're living on dreamtime, baby!
You wanna run away
It's time to wake up!
I never saw anybody fall apart so fast
You're living in dreamtime
You know it ain't gonna last
Never saw anybody think she's so right and be so wrong
Living in dreamtime
It's hard to carry on, girl!","pop, soft rock, 80s, Blue-Eyed Soul, adult contemporary"
94,95,"""Tender Love""",Force MDs,"15 ContributorsTender Love Lyrics
Here I lay all alone
Tossin', turning
Longing for some of your tender love
I'm waiting for the right moment to come
So I can thank you for
All the tender love you've given to me

Tender love, love so tender
Pulling me close to you
Baby, I surrender

Candles they light the dark
Now I see how lovely the feelings are
All the tender love you've given to me

I want you more and more, can't resist you
Ooh then I feel your touch, tender love
Loving me straight from the heart, hold me nearer
Please let me be a part of the tender love you're giving to me

Tender love, love so tender
Holding me close to you
Baby, I surrender

Ooh yeah, surrender baby

La la la la laa
La la la

Tender love
Please let me be a part
Tender love","80s, r&b, male vocalists, soul, slow jam"
95,96,"""King for a Day""",Thompson Twins,"7 ContributorsKing for a Day LyricsI know you well
And I can tell
Something's on your mind
'Cause in your dreams
The demon screams
I know he's going to hurt you blind
You say you hunger
For something you can't get at all
And love is not enough anymore
If I was King for just one day
I would give it all away
I would give it all away to be with you
If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through
And diamond rings
And all those things
They never sparkle
Like your smile

And as for fame
It's just a name
That only satisfies
You for awhile
You say you hunger
For something you can't get at all
And love is not enough anymore
If I was King for just one day
I would give it all away
I would give it all away to be with you
If I was King for just one day
I have just one thing to say
You know that love is all
We need to get us through
I've heard it said
Or maybe read
Only money makes
The world go round
But all the gold
Won't heal your soul
If your world should
Tumble to the ground

You say you hunger
For something you can't get at all
And love is not enough anymore
So listen
Love is all
Love is all
Love is all we need
Love is all
Love is all
Love is all we need, yeah
Love is all
Love is all
Love is all we need, yeah
Love is all
Love is all
Love is all we need, yeah
If I was King for just one day
I would give it all away
I would give it all away to be with you
If I was King for just one day
I have just one thing to say
You know that love is
All we need to get us through

If I was King for just one day
I would give it all away
I would give it all away to be with you
If I was King for just one day
Just one thing to say
Love","new wave, 80s, pop, synth pop, synthpop"
